device_brand,os,screen_size,front_camera_mp,release_year
Asus,Android,12.83,5.0,2015
Asus,Android,15.24,5.0,2015
Asus,Android,15.24,5.0,2015
Asus,Android,12.83,5.0,2015
Asus,Android,12.7,5.0,2015
Asus,Android,12.7,5.0,2015
Asus,Android,17.78,2.0,2015
Asus,Android,12.7,2.0,2015
Asus,Android,12.83,8.0,2015
Asus,Android,20.32,2.0,2015
Asus,Android,17.78,0.3,2015
Asus,Android,12.83,13.0,2015
Asus,Android,12.7,2.0,2015
Asus,Android,12.83,5.0,2015
Asus,Android,12.83,5.0,2015
Asus,Android,17.78,2.0,2015
Asus,Android,10.29,0.3,2015
Asus,Android,17.78,2.0,2015
Asus,Android,12.83,5.0,2015
Asus,Android,12.7,5.0,2014
Asus,Android,12.7,0.3,2014
Asus,Android,25.43,0.3,2014
Asus,Android,10.29,2.0,2014
Asus,Android,17.78,2.0,2014
Asus,Android,17.78,2.0,2014
Asus,Android,12.7,2.0,2014
Asus,Android,10.29,0.3,2014
Asus,Android,20.32,1.2,2014
Asus,Android,20.32,2.0,2014
Asus,Android,17.78,2.0,2014
Asus,Android,20.32,2.0,2014
Asus,Android,17.78,0.3,2014
Asus,Android,17.78,2.0,2014
Asus,Android,25.43,1.2,2014
Asus,Android,25.43,0.3,2014
Asus,Android,17.78,0.3,2014
Asus,Android,12.7,2.0,2014
Asus,Android,12.7,2.0,2014
Asus,Android,12.7,2.0,2014
Asus,Android,10.34,1.2,2014
Asus,Android,15.24,2.0,2014
Asus,Android,15.24,2.0,2014
Asus,Android,12.7,2.0,2015
Asus,Android,12.7,2.0,2014
Asus,Android,10.16,0.3,2014
Asus,Android,10.29,2.0,2014
Asus,Android,10.16,2.0,2014
Asus,Android,10.24,2.0,2013
Asus,Android,12.7,2.0,2013
Asus,Android,25.43,1.2,2013
Asus,Android,20.32,1.2,2013
Asus,Android,17.78,1.2,2013
Asus,Android,17.78,1.2,2013
Asus,Android,15.24,1.2,2013
Asus,Android,25.43,1.2,2013
Asus,Android,17.78,0.3,2013
Asus,Android,17.78,1.2,2013
Asus,Android,17.78,1.2,2013
Asus,Android,12.7,2.0,2013
Asus,Android,25.43,1.2,2013
Asus,Android,17.78,1.2,2013
Asus,Android,12.75,8.0,2017
Others,Android,10.29,0.3,2014
Others,Android,12.7,2.0,2014
Others,Android,10.29,2.0,2013
Others,Android,10.29,2.0,2013
BlackBerry,Android,10.29,8.0,2018
BlackBerry,Android,15.21,16.0,2018
BlackBerry,Android,15.21,16.0,2018
BlackBerry,Android,10.29,8.0,2018
BlackBerry,Android,12.83,8.0,2017
BlackBerry,Android,12.83,8.0,2017
BlackBerry,Android,10.29,8.0,2017
BlackBerry,Android,12.83,8.0,2016
BlackBerry,Android,12.75,8.0,2016
BlackBerry,Android,12.8,2.0,2015
BlackBerry,Others,12.7,2.0,2015
BlackBerry,Others,7.75,2.0,2015
BlackBerry,Others,7.65,2.0,2014
BlackBerry,Others,10.29,2.0,2014
BlackBerry,Others,7.75,2.0,2014
BlackBerry,Others,12.7,1.1,2014
BlackBerry,Others,10.21,2.0,2013
BlackBerry,Others,12.7,2.0,2013
BlackBerry,Others,5.28,2.0,2013
BlackBerry,Others,7.65,2.0,2013
BlackBerry,Others,10.21,2.0,2013
BlackBerry,Others,7.65,2.0,2013
Others,Android,12.88,5.0,2018
Others,Android,12.88,5.0,2017
Others,Android,12.83,8.0,2017
Others,Android,12.7,5.0,2017
Others,Android,12.7,5.0,2017
Others,Android,12.7,2.0,2017
Others,Android,12.88,5.0,2018
Others,Android,12.7,8.0,2017
Others,Android,12.7,2.0,2016
Others,Android,12.83,5.0,2016
Others,Android,15.24,8.0,2015
Others,Android,15.24,2.0,2015
Others,Android,12.7,2.0,2015
Others,Android,12.7,0.3,2015
Others,Android,12.7,2.0,2015
Others,Android,10.36,5.0,2015
Others,Android,15.24,5.0,2014
Others,Android,12.7,5.0,2014
Others,Android,17.78,2.0,2014
Others,Android,10.16,0.3,2014
Others,Windows,12.7,2.0,2014
Others,Android,12.7,2.0,2014
Others,Android,12.7,0.3,2014
Others,Android,12.7,5.0,2014
Others,Android,12.7,2.0,2014
Others,Android,12.83,8.0,2014
Others,Android,15.24,2.0,2014
Others,Android,10.29,0.3,2014
Others,Android,7.75,2.0,2014
Others,Android,12.7,2.0,2014
Others,Android,12.7,2.0,2014
Others,Android,12.83,2.0,2014
Others,Android,10.29,2.0,2014
Others,Android,10.36,5.0,2014
Others,Android,20.32,5.0,2014
Others,Android,10.34,5.0,2014
Others,Android,12.7,5.0,2014
Others,Android,12.7,2.0,2014
Others,Android,10.34,2.0,2013
Others,Android,12.7,5.0,2013
Others,Android,12.7,0.3,2013
Others,Android,10.16,0.3,2013
Others,Android,12.7,5.0,2013
Others,Android,12.83,0.3,2013
Others,Others,5.08,0.3,2013
Others,Others,5.08,0.3,2013
Others,Others,5.28,0.3,2013
Others,Android,12.7,0.3,2013
Others,Android,10.16,0.3,2013
Others,Android,7.75,0.3,2013
Others,Android,10.29,0.3,2013
Others,Android,10.16,0.3,2013
Others,Android,12.78,2.0,2013
Others,Android,12.7,2.0,2013
Others,Android,12.7,0.3,2013
Others,Android,7.75,0.3,2013
Others,Others,5.28,0.3,2013
Others,Others,5.18,0.3,2013
Others,Others,5.08,0.3,2013
Others,Android,12.88,5.0,2013
Others,Android,12.7,5.0,2013
Others,Android,10.34,2.0,2013
Others,Android,12.78,2.0,2013
Others,Android,12.88,1.3,2013
Others,Android,10.29,1.3,2013
Others,Android,10.29,0.3,2013
Others,Android,14.35,8.0,2018
Others,Android,14.35,8.0,2018
Others,Android,12.83,8.0,2018
Others,Android,12.75,8.0,2018
Others,Android,12.75,5.0,2017
Others,Android,12.75,5.0,2017
Others,Android,12.83,8.0,2017
Others,Android,12.75,8.0,2017
Others,Android,12.75,8.0,2017
Others,Android,12.75,8.0,2017
Others,Android,12.7,5.0,2016
Others,Android,12.7,5.0,2016
Others,Android,12.7,5.0,2016
Others,Android,12.7,8.0,2016
Others,Android,12.7,5.0,2015
Others,Android,12.7,5.0,2015
Others,Android,12.7,5.0,2015
Others,Android,12.83,5.0,2015
Others,Android,10.29,5.0,2015
Others,Android,25.43,2.0,2015
Others,Android,10.16,1.3,2013
Others,Others,5.18,8.0,2018
Others,Android,12.7,8.0,2017
Others,Android,10.34,2.0,2017
Others,Android,12.75,8.0,2018
Others,Android,10.34,5.0,2016
Others,Android,10.29,2.0,2015
Others,Android,10.34,2.0,2015
Others,Others,5.08,2.0,2015
Others,Android,10.34,0.3,2014
Others,Android,10.16,0.3,2013
Others,Others,5.13,0.3,2013
Others,Others,5.08,0.3,2013
Celkon,Android,10.16,1.3,2014
Celkon,Android,10.16,1.3,2014
Celkon,Android,10.16,1.3,2014
Celkon,Android,12.7,2.0,2014
Celkon,Android,12.7,0.3,2014
Celkon,Android,10.16,1.3,2014
Celkon,Android,10.29,1.3,2014
Celkon,Android,7.75,0.3,2014
Celkon,Android,10.29,1.3,2014
Celkon,Android,12.7,0.3,2013
Celkon,Android,10.29,1.3,2013
Celkon,Android,7.75,0.3,2013
Celkon,Others,7.75,0.3,2013
Celkon,Others,5.18,0.3,2013
Celkon,Others,5.28,0.3,2013
Celkon,Others,5.23,0.3,2013
Celkon,Others,5.23,0.3,2013
Celkon,Android,12.7,1.3,2013
Celkon,Android,10.16,0.3,2013
Celkon,Android,10.16,0.3,2013
Celkon,Android,7.75,0.3,2013
Celkon,Android,12.7,3.0,2013
Celkon,Android,10.16,0.3,2013
Celkon,Android,10.34,0.3,2013
Celkon,Others,10.16,0.3,2013
Celkon,Others,7.75,0.3,2013
Celkon,Others,5.18,0.3,2013
Celkon,Others,5.18,0.3,2013
Celkon,Others,5.23,0.3,2013
Celkon,Others,5.23,0.3,2013
Celkon,Android,11.76,0.3,2013
Celkon,Android,11.76,0.3,2013
Celkon,Android,7.75,0.3,2013
Coolpad,Android,15.29,8.0,2018
Coolpad,Android,12.83,13.0,2017
Coolpad,Android,12.7,8.0,2017
Coolpad,Android,12.83,8.0,2016
Coolpad,Android,12.7,8.0,2017
Coolpad,Android,12.83,8.0,2016
Coolpad,Android,12.83,8.0,2016
Coolpad,Android,12.83,8.0,2016
Coolpad,Android,12.83,8.0,2016
Coolpad,Android,12.83,8.0,2016
Coolpad,Android,12.83,5.0,2016
Coolpad,Android,12.83,5.0,2016
Coolpad,Android,12.83,5.0,2016
Coolpad,Android,12.7,2.0,2016
Coolpad,Android,10.34,5.0,2016
Coolpad,Android,12.7,5.0,2016
Coolpad,Android,12.83,5.0,2015
Coolpad,Android,12.83,5.0,2015
Coolpad,Android,12.83,2.0,2015
Coolpad,Android,10.34,5.0,2015
Others,Android,25.53,2.0,2015
Others,Android,20.42,2.0,2014
Others,Android,20.32,2.0,2013
Others,Android,17.78,0.3,2013
Others,Android,20.35,24.0,2019
Others,Android,12.57,8.0,2018
Others,Android,12.57,8.0,2018
Others,Android,12.7,5.0,2018
Others,Others,5.28,8.0,2018
Others,Android,5.18,8.0,2018
Others,Android,12.83,8.0,2018
Others,Android,12.93,8.0,2018
Others,Android,12.83,5.0,2017
Others,Android,12.83,5.0,2017
Others,Android,12.7,2.0,2017
Others,Android,12.75,5.0,2017
Others,Others,5.18,5.0,2017
Others,Others,5.18,5.0,2017
Others,Android,10.16,0.3,2015
Others,Android,12.7,2.0,2015
Others,Android,10.29,2.0,2015
Others,Android,12.7,5.0,2015
Others,Android,12.7,5.0,2014
Others,Android,10.16,0.3,2014
Others,Android,12.7,5.0,2013
Others,Android,10.16,0.3,2013
Others,Android,10.29,0.3,2013
Others,Android,10.29,2.0,2013
Others,Android,12.7,2.0,2013
Others,Android,12.7,2.0,2013
Others,Android,10.29,2.0,2013
Others,Android,10.16,0.3,2013
Gionee,Android,13.84,5.0,2018
Gionee,Android,15.27,8.0,2017
Gionee,Android,15.21,8.0,2017
Gionee,Android,12.88,16.0,2017
Gionee,Android,16.33,8.0,2017
Gionee,Android,15.24,8.0,2017
Gionee,Android,15.27,8.0,2017
Gionee,Android,15.24,8.0,2017
Gionee,Android,15.24,20.0,2017
Gionee,Android,12.83,16.0,2017
Gionee,Android,12.78,8.0,2017
Gionee,Android,12.88,8.0,2016
Gionee,Android,12.7,5.0,2016
Gionee,Android,12.7,5.0,2016
Gionee,Android,12.83,13.0,2016
Gionee,Android,12.83,5.0,2016
Gionee,Android,12.83,8.0,2016
Gionee,Android,12.83,8.0,2016
Gionee,Android,10.29,2.0,2016
Gionee,Android,10.21,5.0,2016
Gionee,Android,12.83,8.0,2016
Gionee,Android,12.7,5.0,2016
Gionee,Android,12.83,5.0,2015
Gionee,Android,15.24,5.0,2015
Gionee,Android,12.7,5.0,2015
Gionee,Android,12.7,2.0,2015
Gionee,Android,12.83,5.0,2015
Gionee,Android,12.7,5.0,2015
Gionee,Android,15.24,8.0,2015
Gionee,Android,12.7,5.0,2015
Gionee,Android,12.83,5.0,2015
Gionee,Android,10.29,2.0,2015
Gionee,Android,12.75,8.0,2015
Gionee,Android,12.7,2.0,2014
Gionee,Android,10.36,5.0,2014
Gionee,Android,12.7,2.0,2015
Gionee,Android,10.29,2.0,2014
Gionee,Android,12.7,5.0,2014
Gionee,Android,10.34,0.3,2013
Gionee,Android,12.83,8.0,2013
Gionee,Android,12.7,5.0,2013
Gionee,Android,10.36,5.0,2013
Gionee,Android,10.34,2.0,2013
Gionee,Android,12.7,2.0,2014
Gionee,Android,12.88,5.0,2014
Gionee,Android,12.83,0.3,2013
Gionee,Android,12.78,2.0,2013
Gionee,Android,12.7,0.3,2013
Gionee,Android,10.24,0.3,2013
Gionee,Android,10.16,0.3,2013
Gionee,Android,7.75,0.3,2013
Gionee,Android,10.03,0.3,2013
Gionee,Android,7.75,0.3,2013
Gionee,Android,10.24,0.3,2013
Gionee,Android,10.29,0.3,2013
Gionee,Android,11.81,1.0,2013
Google,Android,12.7,8.0,2017
Google,Android,15.24,8.0,2017
Google,Android,12.83,8.0,2016
Google,Android,12.7,8.0,2016
Google,Android,25.45,2.0,2015
Others,Android,12.83,5.0,2017
Honor,Android,15.77,32.0,2019
Honor,Android,15.77,32.0,2019
Honor,Android,15.47,8.0,2019
Honor,Android,20.32,8.0,2019
Honor,Android,15.34,25.0,2018
Honor,Android,16.23,16.0,2019
Honor,Android,16.23,14.5,2018
Honor,Android,15.47,8.0,2019
Honor,Android,15.77,24.0,2018
Honor,Android,15.9,8.0,2018
Honor,Android,15.37,16.0,2018
Honor,Android,18.08,8.0,2018
Honor,Android,17.65,13.0,2018
Honor,Android,14.83,16.0,2018
Honor,Android,15.32,16.0,2018
Honor,Android,13.84,5.0,2018
Honor,Android,14.83,24.0,2018
Honor,Android,12.88,8.0,2018
Honor,Android,15.21,8.0,2018
Honor,Android,14.35,8.0,2017
Honor,Android,15.06,8.0,2017
Honor,Android,15.21,13.0,2017
Honor,Android,12.75,8.0,2017
Honor,Android,13.08,8.0,2017
Honor,Android,12.7,5.0,2017
Honor,Android,12.88,8.0,2017
Honor,Android,12.93,8.0,2016
Honor,Android,12.88,8.0,2016
Honor,Android,20.32,2.0,2016
Honor,Android,12.83,8.0,2016
Honor,Android,12.83,8.0,2016
Honor,Android,15.39,5.0,2016
Honor,Android,12.75,8.0,2016
Honor,Android,12.7,5.0,2016
Honor,Android,12.75,8.0,2016
Honor,Android,12.7,5.0,2016
Honor,Android,12.83,5.0,2015
Honor,Android,12.75,13.0,2015
Honor,Android,12.75,8.0,2015
Honor,Android,10.29,2.0,2015
Honor,Android,12.7,5.0,2015
Honor,Android,12.83,8.0,2014
Honor,Android,12.83,5.0,2014
Honor,Android,12.7,2.0,2014
Honor,Android,12.7,2.0,2014
Honor,Android,12.7,2.0,2014
Honor,Android,12.7,5.0,2014
Honor,Android,12.83,5.0,2014
Honor,Android,12.7,5.0,2014
Honor,Android,12.83,5.0,2013
Honor,Android,12.7,5.0,2013
Honor,Android,10.34,1.3,2013
Others,Windows,15.14,8.0,2016
Others,Android,30.56,2.0,2015
Others,Android,25.43,2.0,2015
Others,Android,19.96,2.0,2015
Others,Android,15.24,2.0,2014
Others,Android,17.65,0.3,2014
Others,Android,17.78,0.3,2014
Others,Android,19.94,0.3,2014
Others,Android,17.78,5.0,2014
Others,Android,17.78,2.0,2014
Others,Android,15.24,2.0,2014
Others,Android,25.4,2.0,2013
Others,Android,17.78,0.3,2013
Others,Android,17.78,0.3,2013
Others,Android,17.78,0.3,2013
HTC,Android,12.88,13.0,2018
HTC,Android,15.24,13.0,2018
HTC,Android,15.24,10.5,2018
HTC,Android,15.24,8.0,2018
HTC,Android,12.83,5.0,2018
HTC,Android,15.24,10.5,2018
HTC,Android,15.24,8.0,2017
HTC,Android,12.75,16.0,2017
HTC,Android,12.83,16.0,2017
HTC,Android,12.83,8.0,2017
HTC,Android,12.88,16.0,2017
HTC,Android,12.75,16.0,2017
HTC,Android,12.83,8.0,2016
HTC,Android,12.7,5.0,2016
HTC,Android,12.83,13.0,2016
HTC,Android,12.83,5.0,2016
HTC,Android,12.7,5.0,2016
HTC,Android,12.83,5.0,2016
HTC,Android,12.7,5.0,2016
HTC,Android,12.7,4.0,2016
HTC,Android,12.83,4.0,2016
HTC,Android,12.7,4.0,2016
HTC,Android,12.75,5.0,2016
HTC,Android,12.75,5.0,2016
HTC,Android,12.83,5.0,2016
HTC,Android,12.7,5.0,2016
HTC,Android,12.7,5.0,2016
HTC,Android,12.7,1.3,2016
HTC,Android,12.83,5.0,2015
HTC,Android,12.7,4.0,2015
HTC,Android,12.83,4.0,2015
HTC,Android,12.83,5.0,2015
HTC,Android,12.83,4.0,2015
HTC,Android,12.75,13.0,2015
HTC,Android,12.7,4.0,2015
HTC,Android,12.75,4.0,2015
HTC,Android,12.7,2.0,2015
HTC,Android,10.34,2.0,2015
HTC,Android,12.75,4.0,2015
HTC,Android,12.83,8.0,2015
HTC,Android,10.29,2.0,2015
HTC,Android,12.75,4.0,2015
HTC,Android,12.7,5.0,2015
HTC,Android,12.83,13.0,2015
HTC,Android,12.83,4.0,2015
HTC,Android,12.7,4.0,2015
HTC,Android,12.83,8.0,2015
HTC,Android,12.7,5.0,2015
HTC,Android,12.7,5.0,2014
HTC,Android,10.34,2.0,2015
HTC,Android,12.83,4.0,2015
HTC,Android,10.29,0.3,2015
HTC,Android,12.7,5.0,2014
HTC,Android,12.7,5.0,2014
HTC,Android,20.55,1.6,2014
HTC,Android,12.83,5.0,2014
HTC,Android,12.7,5.0,2014
HTC,Android,12.75,13.0,2014
HTC,Android,10.34,1.3,2014
HTC,Android,12.83,8.0,2014
HTC,Android,12.83,8.0,2014
HTC,Android,12.83,8.0,2014
HTC,Android,12.7,5.0,2014
HTC,Android,10.34,0.3,2014
HTC,Windows,12.7,5.0,2014
HTC,Windows,12.7,5.0,2014
HTC,Android,12.7,5.0,2014
HTC,Android,10.29,5.0,2014
HTC,Android,12.7,5.0,2014
HTC,Android,12.7,2.0,2014
HTC,Android,12.7,5.0,2014
HTC,Android,10.29,5.0,2014
HTC,Android,12.7,2.0,2014
HTC,Android,10.16,0.3,2014
HTC,Android,12.7,5.0,2014
HTC,Android,12.7,5.0,2014
HTC,Android,10.29,0.3,2014
HTC,Android,10.29,0.3,2014
HTC,Android,12.83,5.0,2014
HTC,Android,12.83,5.0,2014
HTC,Android,10.34,1.3,2014
HTC,Android,10.24,2.1,2013
HTC,Android,12.7,2.1,2014
HTC,Android,12.7,2.1,2013
HTC,Android,10.29,0.3,2013
HTC,Android,10.24,2.1,2013
HTC,Android,12.93,2.1,2013
HTC,Android,10.24,0.3,2013
HTC,Android,10.29,0.3,2013
HTC,Android,10.24,1.6,2013
HTC,Android,10.24,1.6,2013
HTC,Windows,10.24,1.6,2013
HTC,Android,12.7,2.1,2013
HTC,Android,7.75,1.6,2013
HTC,Android,10.29,1.6,2013
HTC,Android,10.24,1.6,2013
HTC,Android,11.89,2.1,2013
HTC,Android,10.34,2.1,2013
HTC,Android,10.16,1.6,2013
HTC,Android,10.16,1.6,2013
Huawei,Android,16.43,32.0,2019
Huawei,Android,15.27,32.0,2019
Huawei,Android,15.62,32.0,2019
Huawei,Android,15.62,32.0,2019
Huawei,Android,15.47,8.0,2019
Huawei,Android,15.77,8.0,2019
Huawei,Android,18.08,8.0,2018
Huawei,Android,20.32,16.0,2019
Huawei,Android,20.32,8.0,2019
Huawei,Android,15.47,8.0,2019
Huawei,Android,15.47,8.0,2019
Huawei,Android,15.9,8.0,2019
Huawei,Android,15.9,16.0,2019
Huawei,Android,15.9,16.0,2019
Huawei,Android,13.84,5.0,2018
Huawei,Android,15.34,25.0,2018
Huawei,Android,15.77,16.0,2018
Huawei,Android,16.23,24.0,2018
Huawei,Android,17.83,24.0,2018
Huawei,Android,16.23,24.0,2018
Huawei,Android,16.59,24.0,2018
Huawei,Android,25.43,2.0,2018
Huawei,Android,25.43,8.0,2018
Huawei,Android,15.37,8.0,2018
Huawei,Android,15.32,8.0,2018
Huawei,Android,15.77,8.0,2018
Huawei,Android,15.32,8.0,2018
Huawei,Android,15.32,8.0,2018
Huawei,Android,13.84,5.0,2018
Huawei,Android,12.7,2.0,2018
Huawei,Android,12.88,8.0,2018
Huawei,Android,12.88,5.0,2018
Huawei,Android,15.24,24.0,2018
Huawei,Android,15.27,24.0,2018
Huawei,Android,12.9,24.0,2018
Huawei,Android,14.83,16.0,2018
Huawei,Android,15.21,8.0,2018
Huawei,Android,15.21,8.0,2018
Huawei,Android,15.21,8.0,2018
Huawei,Android,15.06,8.0,2018
Huawei,Android,25.6,8.0,2018
Huawei,Android,25.6,8.0,2018
Huawei,Android,20.42,8.0,2018
Huawei,Android,14.35,8.0,2017
Huawei,Android,15.24,8.0,2017
Huawei,Android,15.24,8.0,2017
Huawei,Android,15.24,8.0,2017
Huawei,Android,12.93,8.0,2017
Huawei,Android,12.93,8.0,2017
Huawei,Android,12.7,5.0,2017
Huawei,Android,12.83,8.0,2017
Huawei,Android,20.32,8.0,2017
Huawei,Android,23.01,2.0,2017
Huawei,Android,25.43,8.0,2017
Huawei,Android,12.83,20.0,2017
Huawei,Android,12.7,20.0,2017
Huawei,Android,12.7,5.0,2016
Huawei,Android,20.32,2.0,2017
Huawei,Android,17.78,2.0,2017
Huawei,Android,12.83,8.0,2017
Huawei,Android,12.7,5.0,2017
Huawei,Android,12.7,5.0,2017
Huawei,Android,12.7,2.0,2017
Huawei,Android,12.83,8.0,2017
Huawei,Android,12.73,8.0,2017
Huawei,Android,12.75,8.0,2017
Huawei,Android,12.75,8.0,2017
Huawei,Android,12.7,5.0,2016
Huawei,Android,12.83,8.0,2016
Huawei,Android,12.83,8.0,2016
Huawei,Android,12.93,8.0,2016
Huawei,Android,12.7,5.0,2016
Huawei,Android,20.42,8.0,2016
Huawei,Android,12.83,8.0,2016
Huawei,Android,12.7,8.0,2016
Huawei,Android,25.4,2.0,2016
Huawei,Android,17.78,5.0,2016
Huawei,Android,17.78,2.0,2016
Huawei,Android,12.83,8.0,2016
Huawei,Android,17.78,2.0,2016
Huawei,Android,17.78,5.0,2016
Huawei,Android,10.29,2.0,2016
Huawei,Android,12.7,2.0,2016
Huawei,Android,12.75,8.0,2016
Huawei,Android,12.83,8.0,2016
Huawei,Android,12.75,8.0,2016
Huawei,Android,25.43,5.0,2016
Huawei,Android,12.7,5.0,2015
Huawei,Android,15.24,8.0,2015
Huawei,Android,12.83,5.0,2015
Huawei,Android,12.7,5.0,2015
Huawei,Android,12.88,8.0,2015
Huawei,Android,12.83,8.0,2015
Huawei,Android,12.7,2.0,2015
Huawei,Android,12.83,5.0,2015
Huawei,Android,20.32,2.0,2015
Huawei,Android,10.29,2.0,2015
Huawei,Android,12.7,2.0,2015
Huawei,Android,12.7,5.0,2015
Huawei,Android,12.7,5.0,2015
Huawei,Android,15.44,5.0,2015
Huawei,Android,12.75,8.0,2015
Huawei,Android,12.7,2.0,2015
Huawei,Android,17.78,5.0,2015
Huawei,Android,12.7,2.0,2015
Huawei,Android,10.29,0.3,2015
Huawei,Android,10.29,0.3,2014
Huawei,Android,7.75,2.0,2014
Huawei,Android,15.24,2.0,2014
Huawei,Android,15.24,5.0,2014
Huawei,Android,23.01,2.0,2015
Huawei,Android,20.32,0.3,2014
Huawei,Android,17.78,2.0,2015
Huawei,Android,12.7,2.0,2014
Huawei,Android,10.29,2.0,2014
Huawei,Android,12.83,5.0,2014
Huawei,Android,15.24,5.0,2014
Huawei,Android,12.7,1.0,2014
Huawei,Android,10.16,2.0,2014
Huawei,Android,12.7,8.0,2014
Huawei,Android,10.29,5.0,2014
Huawei,Android,12.83,0.3,2014
Huawei,Android,12.7,0.3,2014
Huawei,Android,25.43,0.3,2014
Huawei,Android,10.29,5.0,2014
Huawei,Android,10.29,5.0,2014
Huawei,Android,20.32,1.0,2014
Huawei,Android,17.78,5.0,2014
Huawei,Android,10.29,0.3,2014
Huawei,Android,17.78,0.3,2014
Huawei,Android,10.34,5.0,2014
Huawei,Android,15.27,5.0,2014
Huawei,Android,10.16,0.3,2013
Huawei,Android,7.75,0.3,2013
Huawei,Android,12.7,1.0,2013
Huawei,Android,10.29,0.3,2013
Huawei,Windows,10.24,0.3,2013
Huawei,Android,12.7,1.3,2013
Huawei,Android,12.7,0.3,2013
Huawei,Android,7.75,0.3,2013
Huawei,Android,10.29,0.3,2013
Huawei,Android,17.78,0.3,2013
Huawei,Android,10.34,5.0,2013
Huawei,Android,10.16,0.3,2013
Huawei,Android,10.16,1.3,2013
Huawei,Android,7.75,0.3,2013
Huawei,Android,10.34,1.3,2013
Huawei,Android,10.29,1.3,2013
Huawei,Android,10.29,0.3,2013
Huawei,Android,10.16,0.3,2013
Huawei,Windows,10.16,0.3,2013
Huawei,Android,15.27,1.0,2013
Huawei,Android,12.7,1.3,2013
Huawei,Android,10.29,0.3,2013
Huawei,Android,25.43,0.3,2013
Others,Others,12.7,2.0,2016
Others,Others,19.94,2.0,2014
Others,Others,10.29,2.0,2013
Karbonn,Android,10.29,2.0,2014
Karbonn,Android,12.7,5.0,2014
Karbonn,Android,10.16,0.3,2014
Karbonn,Android,10.16,0.3,2014
Karbonn,Android,12.83,5.0,2014
Karbonn,Android,12.7,8.0,2014
Karbonn,Android,12.7,5.0,2014
Karbonn,Android,12.7,5.0,2014
Karbonn,Android,7.85,0.3,2014
Karbonn,Android,10.16,0.3,2013
Karbonn,Android,12.7,0.3,2013
Karbonn,Android,12.7,2.0,2013
Karbonn,Android,12.83,5.0,2013
Karbonn,Android,7.85,0.3,2013
Karbonn,Android,7.67,0.3,2013
Karbonn,Android,17.78,0.3,2013
Karbonn,Android,17.78,0.3,2013
Karbonn,Android,12.7,0.3,2013
Karbonn,Android,10.29,0.3,2013
Karbonn,Android,10.16,0.3,2013
Karbonn,Android,10.16,0.3,2013
Karbonn,Android,10.24,2.0,2013
Karbonn,Android,12.7,0.3,2013
Karbonn,Android,10.16,0.3,2013
Karbonn,Android,10.16,0.3,2013
Karbonn,Android,10.16,0.3,2013
Karbonn,Android,10.16,0.3,2013
Karbonn,Android,12.7,2.0,2013
Karbonn,Android,10.29,0.3,2013
Others,Android,10.29,2.0,2014
Others,Android,10.29,2.0,2014
Others,Android,10.16,1.3,2013
Lava,Android,12.83,8.0,2017
Lava,Android,12.7,5.0,2017
Lava,Android,12.83,8.0,2016
Lava,Android,12.7,5.0,2016
Lava,Android,12.7,5.0,2015
Lava,Android,12.7,8.0,2015
Lava,Android,12.83,5.0,2015
Lava,Android,12.7,2.0,2015
Lava,Android,12.7,3.0,2015
Lava,Android,12.7,2.0,2014
Lava,Windows,10.16,0.3,2014
Lava,Android,12.7,2.0,2014
Lava,Android,12.7,5.0,2014
Lava,Android,10.34,3.0,2014
Lava,Android,10.29,2.0,2014
Lava,Android,10.29,0.3,2014
Lava,Android,10.16,0.3,2014
Lava,Android,12.83,2.0,2014
Lava,Android,10.34,0.3,2014
Lava,Android,10.34,3.0,2014
Lava,Android,10.16,0.3,2013
Lava,Android,7.75,0.3,2013
Lava,Android,7.75,0.3,2013
Lava,Android,10.16,0.3,2013
Lava,Android,12.7,1.3,2013
Lava,Android,12.7,0.3,2013
Lava,Android,12.7,0.3,2013
Lava,Android,12.7,2.0,2013
Lava,Android,10.16,0.3,2013
Lava,Android,10.16,0.3,2013
Lava,Android,10.16,0.3,2013
Lava,Android,12.7,1.3,2013
Others,Android,12.83,8.0,2017
Others,Android,12.83,8.0,2017
Others,Android,12.83,8.0,2016
Others,Android,12.83,8.0,2016
Others,Android,12.88,8.0,2016
Others,Android,12.83,8.0,2016
Others,Android,12.83,8.0,2016
Others,Android,16.08,4.0,2016
Others,Android,12.83,5.0,2016
Lenovo,Android,15.8,8.0,2019
Lenovo,Android,17.65,5.0,2019
Lenovo,Android,15.29,8.0,2018
Lenovo,Android,15.32,16.0,2018
Lenovo,Android,16.23,8.0,2018
Lenovo,Android,16.23,8.0,2018
Lenovo,Android,15.29,8.0,2018
Lenovo,Android,15.21,8.0,2018
Lenovo,Android,15.29,8.0,2018
Lenovo,Android,15.24,8.0,2018
Lenovo,Android,13.84,8.0,2018
Lenovo,Android,12.88,8.0,2018
Lenovo,Android,12.88,8.0,2018
Lenovo,Android,12.88,16.0,2018
Lenovo,Android,12.88,8.0,2017
Lenovo,Android,17.78,2.0,2017
Lenovo,Android,17.78,2.0,2017
Lenovo,Android,12.75,8.0,2017
Lenovo,Android,12.75,8.0,2017
Lenovo,Android,12.83,13.0,2017
Lenovo,Android,25.43,5.0,2017
Lenovo,Android,25.43,2.0,2017
Lenovo,Android,20.32,5.0,2017
Lenovo,Android,20.32,2.0,2017
Lenovo,Android,20.32,5.0,2017
Lenovo,Android,12.83,8.0,2016
Lenovo,Android,12.7,2.0,2016
