,screen_size,4g,internal_memory_binned,front_camera_mp_binned,release_year_binned,days_used,used_price,new_price
760,12.7,yes,Moderate_memory,High_resolution,After_2015,895,Around_40k,Around_50k
761,12.7,no,Less_memory,Low_resolution,After_2015,1083,Less_than_30k,Less_than_40k
762,12.83,yes,Moderate_memory,High_resolution,After_2015,599,Around_40k,Around_50k
763,15.24,yes,Moderate_memory,High_resolution,Before_2015,858,Around_40k,More_than_60k
764,15.24,no,Moderate_memory,Low_resolution,Before_2015,569,Around_40k,Less_than_40k
765,12.7,no,Moderate_memory,Low_resolution,Before_2015,862,Less_than_30k,Around_50k
766,12.7,no,Less_memory,Low_resolution,Before_2015,572,Less_than_30k,Less_than_40k
767,12.7,no,Moderate_memory,Low_resolution,Before_2015,789,Less_than_30k,Around_50k
768,10.36,no,Less_memory,High_resolution,Before_2015,889,Less_than_30k,Around_50k
769,15.24,yes,Less_memory,High_resolution,Before_2015,740,Around_40k,Around_50k
770,12.7,yes,Moderate_memory,High_resolution,Before_2015,608,Around_40k,Around_50k
771,17.78,no,Moderate_memory,Low_resolution,Before_2015,1090,Around_40k,Around_50k
772,10.16,no,Less_memory,Low_resolution,Before_2015,856,Less_than_30k,Less_than_40k
773,12.7,no,Moderate_memory,Low_resolution,Before_2015,637,Around_40k,Around_50k
774,12.7,no,Less_memory,Low_resolution,Before_2015,1042,Less_than_30k,Less_than_40k
775,12.7,no,Less_memory,Low_resolution,Before_2015,874,Less_than_30k,Less_than_40k
776,12.7,no,Less_memory,High_resolution,Before_2015,959,Around_40k,Around_50k
777,12.7,no,Moderate_memory,Low_resolution,Before_2015,979,Around_40k,Around_50k
778,12.83,no,Moderate_memory,High_resolution,Before_2015,696,Around_40k,More_than_60k
779,15.24,no,Less_memory,Low_resolution,Before_2015,632,Around_40k,Around_50k
780,10.29,no,Less_memory,Low_resolution,Before_2015,980,Less_than_30k,Less_than_40k
781,7.75,no,More_memory,Low_resolution,Before_2015,1056,Less_than_30k,Less_than_40k
782,12.7,no,Less_memory,Low_resolution,Before_2015,571,Around_40k,Around_50k
783,12.7,no,Less_memory,Low_resolution,Before_2015,616,Less_than_30k,Less_than_40k
784,12.83,no,Less_memory,Low_resolution,Before_2015,976,Less_than_30k,Around_50k
785,10.29,no,Less_memory,Low_resolution,Before_2015,790,Around_40k,Around_50k
786,10.36,no,Less_memory,High_resolution,Before_2015,1024,Around_40k,Around_50k
787,20.32,no,Moderate_memory,High_resolution,Before_2015,614,Around_40k,More_than_60k
788,10.34,no,Less_memory,High_resolution,Before_2015,725,Less_than_30k,Around_50k
789,12.7,no,Less_memory,High_resolution,Before_2015,639,Around_40k,Around_50k
790,12.7,no,Less_memory,Low_resolution,Before_2015,988,Around_40k,Around_50k
819,14.35,yes,More_memory,High_resolution,After_2015,578,More_than_50k,More_than_60k
820,14.35,yes,Moderate_memory,High_resolution,After_2015,586,Around_40k,More_than_60k
821,12.83,yes,Moderate_memory,High_resolution,After_2015,567,Around_40k,Around_50k
822,12.75,yes,Moderate_memory,High_resolution,After_2015,454,Around_40k,Around_50k
823,12.75,yes,Less_memory,High_resolution,After_2015,819,Around_40k,Around_50k
824,12.75,yes,Moderate_memory,High_resolution,After_2015,890,Around_40k,Around_50k
825,12.83,yes,Moderate_memory,High_resolution,After_2015,809,More_than_50k,Around_50k
826,12.75,yes,Moderate_memory,High_resolution,After_2015,756,Around_40k,Around_50k
827,12.75,yes,Moderate_memory,High_resolution,After_2015,564,More_than_50k,More_than_60k
828,12.75,yes,Moderate_memory,High_resolution,After_2015,843,Around_40k,More_than_60k
829,12.7,yes,Less_memory,High_resolution,After_2015,789,Around_40k,Around_50k
830,12.7,yes,Less_memory,High_resolution,After_2015,992,Around_40k,Around_50k
831,12.7,yes,Moderate_memory,High_resolution,After_2015,681,Around_40k,Around_50k
832,12.7,yes,Less_memory,High_resolution,After_2015,546,Around_40k,More_than_60k
833,12.7,yes,Less_memory,High_resolution,Before_2015,542,Around_40k,Around_50k
834,12.7,yes,Less_memory,High_resolution,Before_2015,863,Around_40k,Around_50k
835,12.7,yes,Less_memory,High_resolution,Before_2015,889,More_than_50k,Around_50k
836,12.83,yes,Less_memory,High_resolution,Before_2015,774,More_than_50k,More_than_60k
837,10.29,yes,Moderate_memory,High_resolution,Before_2015,928,Around_40k,Around_50k
838,25.43,no,Less_memory,Low_resolution,Before_2015,696,Around_40k,Around_50k
840,5.18,yes,Less_memory,High_resolution,After_2015,723,Less_than_30k,Less_than_40k
841,12.7,yes,Moderate_memory,High_resolution,After_2015,745,More_than_50k,More_than_60k
842,10.34,yes,Less_memory,Low_resolution,After_2015,714,Around_40k,More_than_60k
843,12.75,yes,Moderate_memory,High_resolution,After_2015,443,More_than_50k,More_than_60k
844,10.34,yes,Moderate_memory,High_resolution,After_2015,930,More_than_50k,More_than_60k
845,10.29,yes,Moderate_memory,Low_resolution,Before_2015,759,More_than_50k,More_than_60k
846,10.34,yes,Less_memory,Low_resolution,Before_2015,688,Around_40k,More_than_60k
847,5.08,no,Moderate_memory,Low_resolution,Before_2015,691,Less_than_30k,Around_50k
848,10.34,yes,Moderate_memory,Low_resolution,Before_2015,1023,Around_40k,More_than_60k
852,10.16,no,Less_memory,Low_resolution,Before_2015,549,Less_than_30k,Less_than_40k
853,10.16,no,Less_memory,Low_resolution,Before_2015,1035,Less_than_30k,Less_than_40k
854,10.16,no,Less_memory,Low_resolution,Before_2015,573,Less_than_30k,Less_than_40k
855,12.7,no,Less_memory,Low_resolution,Before_2015,995,Around_40k,Around_50k
856,12.7,no,Moderate_memory,Low_resolution,Before_2015,661,Less_than_30k,Less_than_40k
857,10.16,no,More_memory,Low_resolution,Before_2015,932,Less_than_30k,Less_than_40k
858,10.29,no,Less_memory,Low_resolution,Before_2015,1027,Less_than_30k,Less_than_40k
859,7.75,no,More_memory,Low_resolution,Before_2015,573,Less_than_30k,Less_than_40k
860,10.29,no,Less_memory,Low_resolution,Before_2015,985,Less_than_30k,Less_than_40k
885,12.83,yes,Moderate_memory,High_resolution,After_2015,791,Around_40k,More_than_60k
886,12.7,yes,Less_memory,High_resolution,After_2015,671,Around_40k,Around_50k
887,12.83,yes,Moderate_memory,High_resolution,After_2015,851,Around_40k,Around_50k
888,12.7,yes,Less_memory,High_resolution,After_2015,555,Around_40k,Around_50k
889,12.83,yes,More_memory,High_resolution,After_2015,820,Around_40k,More_than_60k
890,12.83,yes,Less_memory,High_resolution,After_2015,646,Around_40k,Less_than_40k
891,12.83,yes,Moderate_memory,High_resolution,After_2015,661,Around_40k,Around_50k
892,12.83,yes,Less_memory,High_resolution,After_2015,1078,Around_40k,Around_50k
893,12.83,yes,Less_memory,High_resolution,After_2015,777,Around_40k,Less_than_40k
894,12.83,yes,Less_memory,High_resolution,After_2015,1011,Around_40k,Around_50k
895,12.83,yes,Less_memory,High_resolution,After_2015,1028,Around_40k,Less_than_40k
896,12.83,yes,Moderate_memory,High_resolution,After_2015,703,More_than_50k,More_than_60k
897,12.7,yes,Moderate_memory,Low_resolution,After_2015,1040,Around_40k,Around_50k
898,10.34,yes,Less_memory,High_resolution,After_2015,755,Around_40k,Around_50k
899,12.7,yes,Less_memory,High_resolution,After_2015,779,Around_40k,Less_than_40k
900,12.83,yes,Less_memory,High_resolution,Before_2015,1014,Around_40k,Less_than_40k
901,12.83,yes,Moderate_memory,High_resolution,Before_2015,883,Around_40k,Around_50k
902,12.83,yes,Moderate_memory,Low_resolution,Before_2015,725,Around_40k,Around_50k
903,10.34,yes,Moderate_memory,High_resolution,Before_2015,820,Around_40k,Around_50k
904,25.53,yes,Moderate_memory,Low_resolution,Before_2015,848,More_than_50k,More_than_60k
905,20.42,yes,Less_memory,Low_resolution,Before_2015,939,Around_40k,Around_50k
908,20.35,yes,More_memory,High_resolution,After_2015,354,More_than_50k,More_than_60k
909,12.57,yes,Less_memory,High_resolution,After_2015,687,Around_40k,Around_50k
910,12.57,no,Moderate_memory,High_resolution,After_2015,377,Around_40k,Less_than_40k
911,12.7,yes,Less_memory,High_resolution,After_2015,493,Around_40k,Around_50k
912,5.28,no,Moderate_memory,High_resolution,After_2015,504,Less_than_30k,Less_than_40k
913,5.18,yes,Moderate_memory,High_resolution,After_2015,711,Around_40k,Around_50k
914,12.83,yes,Moderate_memory,High_resolution,After_2015,645,More_than_50k,More_than_60k
915,12.93,yes,Moderate_memory,High_resolution,After_2015,608,More_than_50k,More_than_60k
916,12.83,yes,Less_memory,High_resolution,After_2015,594,Around_40k,Around_50k
917,12.83,yes,Moderate_memory,High_resolution,After_2015,792,Around_40k,Around_50k
918,12.7,no,Moderate_memory,Low_resolution,After_2015,715,Less_than_30k,Less_than_40k
919,12.75,yes,Less_memory,High_resolution,After_2015,836,More_than_50k,More_than_60k
920,5.18,no,Moderate_memory,High_resolution,After_2015,770,Less_than_30k,Less_than_40k
921,5.18,yes,Moderate_memory,High_resolution,After_2015,629,Less_than_30k,Less_than_40k
922,10.16,no,Less_memory,Low_resolution,Before_2015,1034,Less_than_30k,Less_than_40k
923,12.7,no,Moderate_memory,Low_resolution,Before_2015,573,Around_40k,Less_than_40k
924,10.29,no,Moderate_memory,Low_resolution,Before_2015,962,Less_than_30k,Less_than_40k
925,12.7,no,Moderate_memory,High_resolution,Before_2015,1031,Less_than_30k,Less_than_40k
926,12.7,no,Moderate_memory,High_resolution,Before_2015,944,Around_40k,Around_50k
927,10.16,no,Less_memory,Low_resolution,Before_2015,1061,Less_than_30k,Less_than_40k
936,13.84,yes,Less_memory,High_resolution,After_2015,645,Around_40k,Around_50k
937,15.27,yes,Moderate_memory,High_resolution,After_2015,854,More_than_50k,More_than_60k
938,15.21,yes,Moderate_memory,High_resolution,After_2015,778,More_than_50k,More_than_60k
939,12.88,yes,Moderate_memory,High_resolution,After_2015,619,More_than_50k,Around_50k
940,16.33,yes,More_memory,High_resolution,After_2015,726,More_than_50k,More_than_60k
941,15.24,yes,Moderate_memory,High_resolution,After_2015,847,More_than_50k,Around_50k
942,15.27,yes,Moderate_memory,High_resolution,After_2015,603,Around_40k,More_than_60k
943,15.24,yes,Moderate_memory,High_resolution,After_2015,623,More_than_50k,More_than_60k
944,15.24,yes,Moderate_memory,High_resolution,After_2015,756,More_than_50k,More_than_60k
945,12.83,yes,Moderate_memory,High_resolution,After_2015,750,Around_40k,More_than_60k
946,12.78,yes,Moderate_memory,High_resolution,After_2015,660,Around_40k,Around_50k
947,12.88,yes,More_memory,High_resolution,After_2015,656,More_than_50k,More_than_60k
948,12.7,yes,Less_memory,High_resolution,After_2015,567,Around_40k,Around_50k
949,12.7,yes,Less_memory,High_resolution,After_2015,819,Around_40k,Around_50k
950,12.83,yes,Moderate_memory,High_resolution,After_2015,992,Around_40k,More_than_60k
951,12.83,yes,Moderate_memory,High_resolution,After_2015,819,Around_40k,Around_50k
952,12.83,yes,Moderate_memory,High_resolution,After_2015,970,Around_40k,More_than_60k
953,12.83,yes,Moderate_memory,High_resolution,After_2015,835,More_than_50k,More_than_60k
954,10.29,no,Moderate_memory,Low_resolution,After_2015,606,Less_than_30k,Less_than_40k
955,10.21,yes,Moderate_memory,High_resolution,After_2015,873,More_than_50k,More_than_60k
956,12.83,yes,Moderate_memory,High_resolution,After_2015,694,More_than_50k,More_than_60k
957,12.7,no,Less_memory,High_resolution,After_2015,941,Around_40k,Around_50k
958,12.83,yes,Less_memory,High_resolution,Before_2015,713,Around_40k,More_than_60k
959,15.24,yes,Moderate_memory,High_resolution,Before_2015,945,Around_40k,More_than_60k
960,12.7,yes,Moderate_memory,High_resolution,Before_2015,779,Around_40k,Around_50k
961,12.7,no,Less_memory,Low_resolution,Before_2015,1069,Less_than_30k,Less_than_40k
962,12.83,yes,Moderate_memory,High_resolution,Before_2015,829,More_than_50k,More_than_60k
963,12.7,yes,Less_memory,High_resolution,Before_2015,967,Around_40k,Around_50k
964,15.24,yes,Moderate_memory,High_resolution,Before_2015,1022,More_than_50k,More_than_60k
965,12.7,yes,Less_memory,High_resolution,Before_2015,1054,Around_40k,Around_50k
966,12.83,yes,Moderate_memory,High_resolution,Before_2015,892,More_than_50k,More_than_60k
967,10.29,no,Moderate_memory,Low_resolution,Before_2015,886,Less_than_30k,Around_50k
968,12.75,yes,Less_memory,High_resolution,Before_2015,623,More_than_50k,More_than_60k
969,12.7,no,Moderate_memory,Low_resolution,Before_2015,950,Around_40k,Around_50k
970,10.36,no,Less_memory,High_resolution,Before_2015,911,Around_40k,Around_50k
971,12.7,no,Moderate_memory,Low_resolution,Before_2015,595,Around_40k,Around_50k
972,10.29,no,Moderate_memory,Low_resolution,Before_2015,547,Less_than_30k,Less_than_40k
973,12.7,no,Less_memory,High_resolution,Before_2015,699,More_than_50k,Around_50k
979,12.7,no,Less_memory,Low_resolution,Before_2015,614,Less_than_30k,Around_50k
980,12.88,no,Less_memory,High_resolution,Before_2015,939,Around_40k,Around_50k
992,12.7,yes,Moderate_memory,High_resolution,After_2015,890,More_than_50k,More_than_60k
993,15.24,yes,Moderate_memory,High_resolution,After_2015,554,More_than_50k,More_than_60k
994,12.83,yes,Moderate_memory,High_resolution,After_2015,1021,More_than_50k,More_than_60k
995,12.7,yes,Moderate_memory,High_resolution,After_2015,848,Around_40k,More_than_60k
996,25.45,no,Moderate_memory,Low_resolution,Before_2015,584,More_than_50k,More_than_60k
997,12.83,yes,Moderate_memory,High_resolution,After_2015,556,Around_40k,Around_50k
998,15.77,yes,More_memory,High_resolution,After_2015,372,More_than_50k,Around_50k
999,15.77,yes,More_memory,High_resolution,After_2015,289,More_than_50k,More_than_60k
1000,15.47,yes,Moderate_memory,High_resolution,After_2015,431,More_than_50k,Around_50k
1001,20.32,yes,Moderate_memory,High_resolution,After_2015,190,More_than_50k,Around_50k
1002,15.34,yes,More_memory,High_resolution,After_2015,410,More_than_50k,More_than_60k
1003,16.23,yes,More_memory,High_resolution,After_2015,396,More_than_50k,More_than_60k
1004,16.23,yes,More_memory,High_resolution,After_2015,443,More_than_50k,More_than_60k
1005,15.47,yes,Moderate_memory,High_resolution,After_2015,283,Around_40k,Less_than_40k
1006,15.77,yes,Moderate_memory,High_resolution,After_2015,720,More_than_50k,Around_50k
1007,15.9,yes,Moderate_memory,High_resolution,After_2015,680,Around_40k,Around_50k
1008,15.37,yes,Moderate_memory,High_resolution,After_2015,718,More_than_50k,Around_50k
1009,18.08,yes,Moderate_memory,High_resolution,After_2015,535,Around_40k,Around_50k
1010,17.65,yes,More_memory,High_resolution,After_2015,557,Around_40k,More_than_60k
1011,14.83,yes,Moderate_memory,High_resolution,After_2015,626,More_than_50k,Around_50k
1012,15.32,yes,Moderate_memory,High_resolution,After_2015,455,More_than_50k,More_than_60k
1013,13.84,yes,Less_memory,High_resolution,After_2015,697,Around_40k,Less_than_40k
1014,14.83,yes,Moderate_memory,High_resolution,After_2015,420,More_than_50k,More_than_60k
1015,12.88,yes,Moderate_memory,High_resolution,After_2015,663,Around_40k,Less_than_40k
1016,15.21,yes,Moderate_memory,High_resolution,After_2015,641,Around_40k,Around_50k
1017,14.35,yes,Moderate_memory,High_resolution,After_2015,778,Around_40k,Around_50k
1018,15.06,yes,Moderate_memory,High_resolution,After_2015,628,More_than_50k,More_than_60k
1019,15.21,yes,More_memory,High_resolution,After_2015,814,Around_40k,More_than_60k
1020,12.75,yes,Moderate_memory,High_resolution,After_2015,632,Around_40k,Around_50k
1021,13.08,yes,Moderate_memory,High_resolution,After_2015,751,Around_40k,More_than_60k
1022,12.7,yes,Moderate_memory,High_resolution,After_2015,683,Around_40k,Around_50k
1023,12.88,yes,Moderate_memory,High_resolution,After_2015,557,More_than_50k,More_than_60k
1024,12.93,yes,Moderate_memory,High_resolution,After_2015,729,More_than_50k,More_than_60k
1025,12.88,yes,Moderate_memory,High_resolution,After_2015,675,Around_40k,More_than_60k
1026,20.32,yes,Less_memory,Low_resolution,After_2015,1027,Around_40k,Around_50k
1027,12.83,yes,Moderate_memory,High_resolution,After_2015,595,Around_40k,Around_50k
1028,12.83,yes,Less_memory,High_resolution,After_2015,670,Around_40k,Around_50k
1029,15.39,yes,Moderate_memory,High_resolution,After_2015,1014,Around_40k,More_than_60k
1030,12.75,yes,Moderate_memory,High_resolution,After_2015,1039,More_than_50k,Around_50k
1031,12.7,yes,Less_memory,High_resolution,After_2015,672,Around_40k,Around_50k
1032,12.75,yes,Less_memory,High_resolution,After_2015,556,Around_40k,Around_50k
1033,12.7,yes,Less_memory,High_resolution,After_2015,1001,Around_40k,Around_50k
1034,12.83,yes,Less_memory,High_resolution,Before_2015,826,Around_40k,Around_50k
1035,12.75,yes,Moderate_memory,High_resolution,Before_2015,592,More_than_50k,More_than_60k
1036,12.75,yes,Less_memory,High_resolution,Before_2015,960,Around_40k,More_than_60k
1037,10.29,no,Moderate_memory,Low_resolution,Before_2015,894,Less_than_30k,Less_than_40k
1038,12.7,no,Moderate_memory,High_resolution,Before_2015,727,Around_40k,Around_50k
1039,12.83,yes,Less_memory,High_resolution,Before_2015,1083,Around_40k,More_than_60k
1040,12.83,yes,Moderate_memory,High_resolution,Before_2015,904,Around_40k,Around_50k
1041,12.7,no,Less_memory,Low_resolution,Before_2015,700,Less_than_30k,Less_than_40k
1042,12.7,yes,Moderate_memory,Low_resolution,Before_2015,847,Less_than_30k,Less_than_40k
1043,12.7,no,Less_memory,Low_resolution,Before_2015,545,Less_than_30k,Around_50k
1044,12.7,yes,Less_memory,High_resolution,Before_2015,829,Around_40k,More_than_60k
1045,12.83,no,Moderate_memory,High_resolution,Before_2015,668,Around_40k,Around_50k
1046,12.7,yes,Moderate_memory,High_resolution,Before_2015,805,Around_40k,Around_50k
1050,15.14,yes,Moderate_memory,High_resolution,After_2015,711,More_than_50k,More_than_60k
1051,30.56,no,Moderate_memory,Low_resolution,Before_2015,652,More_than_50k,More_than_60k
1052,25.43,no,Less_memory,Low_resolution,Before_2015,889,More_than_50k,Around_50k
1053,19.96,no,Less_memory,Low_resolution,Before_2015,976,More_than_50k,More_than_60k
1054,15.24,no,Less_memory,Low_resolution,Before_2015,900,Around_40k,Around_50k
1055,17.65,no,Moderate_memory,Low_resolution,Before_2015,806,Around_40k,Around_50k
1056,17.78,no,Moderate_memory,Low_resolution,Before_2015,634,Around_40k,Less_than_40k
1057,19.94,no,Less_memory,Low_resolution,Before_2015,664,Around_40k,Around_50k
1058,17.78,yes,Less_memory,High_resolution,Before_2015,678,More_than_50k,More_than_60k
1059,17.78,no,Less_memory,Low_resolution,Before_2015,601,Around_40k,Around_50k
1060,15.24,no,Less_memory,Low_resolution,Before_2015,930,Around_40k,Around_50k
1065,12.88,yes,Moderate_memory,High_resolution,After_2015,687,More_than_50k,Around_50k
1066,15.24,yes,More_memory,High_resolution,After_2015,682,Around_40k,More_than_60k
1067,15.24,yes,Moderate_memory,High_resolution,After_2015,384,More_than_50k,More_than_60k
1068,15.24,yes,Moderate_memory,High_resolution,After_2015,537,More_than_50k,Around_50k
1069,12.83,yes,Moderate_memory,High_resolution,After_2015,708,Around_40k,Around_50k
1070,15.24,yes,Moderate_memory,High_resolution,After_2015,426,More_than_50k,More_than_60k
1071,15.24,yes,More_memory,High_resolution,After_2015,561,Around_40k,More_than_60k
1072,12.75,yes,Moderate_memory,High_resolution,After_2015,859,Around_40k,Around_50k
1073,12.83,yes,More_memory,High_resolution,After_2015,634,More_than_50k,More_than_60k
1074,12.83,yes,Moderate_memory,High_resolution,After_2015,669,Around_40k,Around_50k
1075,12.88,yes,Moderate_memory,High_resolution,After_2015,880,More_than_50k,Around_50k
1076,12.75,yes,Moderate_memory,High_resolution,After_2015,774,More_than_50k,Around_50k
1077,12.83,yes,Moderate_memory,High_resolution,After_2015,728,Around_40k,Around_50k
1078,12.7,yes,Less_memory,High_resolution,After_2015,744,Less_than_30k,Around_50k
1079,12.83,yes,Moderate_memory,High_resolution,After_2015,562,Around_40k,Around_50k
1080,12.83,yes,Moderate_memory,High_resolution,After_2015,682,Around_40k,Around_50k
1081,12.7,yes,Moderate_memory,High_resolution,After_2015,948,Around_40k,Around_50k
1082,12.83,yes,Moderate_memory,High_resolution,After_2015,714,Around_40k,Around_50k
1083,12.7,yes,Moderate_memory,High_resolution,After_2015,1031,Around_40k,Around_50k
1084,12.7,yes,Less_memory,Low_resolution,After_2015,828,Around_40k,Around_50k
1085,12.83,yes,Moderate_memory,Low_resolution,After_2015,748,Around_40k,Around_50k
1086,12.7,yes,Less_memory,Low_resolution,After_2015,738,Around_40k,Around_50k
1087,12.75,yes,Moderate_memory,High_resolution,After_2015,692,Around_40k,Around_50k
1088,12.75,yes,Moderate_memory,High_resolution,After_2015,1001,More_than_50k,More_than_60k
1089,12.83,yes,Less_memory,High_resolution,After_2015,703,Around_40k,Around_50k
1090,12.7,yes,Less_memory,High_resolution,After_2015,597,Around_40k,Around_50k
1091,12.7,yes,Less_memory,High_resolution,After_2015,699,Around_40k,Around_50k
1092,12.7,yes,Moderate_memory,Low_resolution,After_2015,790,Less_than_30k,Less_than_40k
1093,12.83,yes,Moderate_memory,High_resolution,Before_2015,909,More_than_50k,More_than_60k
1094,12.7,yes,Less_memory,Low_resolution,Before_2015,559,Around_40k,Around_50k
1095,12.83,yes,Less_memory,Low_resolution,Before_2015,565,More_than_50k,Around_50k
1096,12.83,yes,Less_memory,High_resolution,Before_2015,921,Around_40k,Around_50k
1097,12.83,yes,Less_memory,Low_resolution,Before_2015,719,Around_40k,More_than_60k
1098,12.75,yes,Moderate_memory,High_resolution,Before_2015,574,Around_40k,More_than_60k
1099,12.7,yes,Less_memory,Low_resolution,Before_2015,690,Around_40k,More_than_60k
1100,12.75,yes,Moderate_memory,Low_resolution,Before_2015,895,Around_40k,More_than_60k
1101,12.7,yes,Moderate_memory,Low_resolution,Before_2015,857,Around_40k,Around_50k
1102,10.34,yes,Moderate_memory,Low_resolution,Before_2015,700,Less_than_30k,Less_than_40k
1103,12.75,yes,Moderate_memory,Low_resolution,Before_2015,863,More_than_50k,More_than_60k
1104,12.83,no,Less_memory,High_resolution,Before_2015,916,Around_40k,Around_50k
1105,10.29,no,Moderate_memory,Low_resolution,Before_2015,892,Around_40k,Around_50k
1106,12.75,yes,Moderate_memory,Low_resolution,Before_2015,714,More_than_50k,More_than_60k
1107,12.7,yes,Less_memory,High_resolution,Before_2015,945,More_than_50k,More_than_60k
1108,12.83,yes,Moderate_memory,High_resolution,Before_2015,795,More_than_50k,More_than_60k
1109,12.83,yes,Less_memory,Low_resolution,Before_2015,598,Around_40k,More_than_60k
1110,12.7,yes,Moderate_memory,Low_resolution,Before_2015,604,More_than_50k,More_than_60k
1111,12.83,yes,Less_memory,High_resolution,Before_2015,1092,Around_40k,More_than_60k
1112,12.7,no,Moderate_memory,High_resolution,Before_2015,874,Around_40k,Around_50k
1113,12.7,yes,Less_memory,High_resolution,Before_2015,602,Around_40k,Around_50k
1114,10.34,no,Moderate_memory,Low_resolution,Before_2015,986,Around_40k,Around_50k
1115,12.83,yes,Less_memory,Low_resolution,Before_2015,823,Around_40k,Around_50k
1116,10.29,no,Moderate_memory,Low_resolution,Before_2015,995,Less_than_30k,Less_than_40k
1117,12.7,no,Moderate_memory,High_resolution,Before_2015,1044,Around_40k,Around_50k
1118,12.7,yes,Moderate_memory,High_resolution,Before_2015,1066,Around_40k,Around_50k
1119,20.55,yes,Less_memory,Low_resolution,Before_2015,942,More_than_50k,More_than_60k
1120,12.83,no,Moderate_memory,High_resolution,Before_2015,1002,Around_40k,Around_50k
1121,12.7,yes,Less_memory,High_resolution,Before_2015,806,Around_40k,Around_50k
1122,12.75,yes,Less_memory,High_resolution,Before_2015,703,Around_40k,More_than_60k
1123,10.34,yes,Moderate_memory,Low_resolution,Before_2015,973,Around_40k,Around_50k
1124,12.83,yes,Less_memory,High_resolution,Before_2015,761,Around_40k,Around_50k
1125,12.83,yes,Less_memory,High_resolution,Before_2015,757,Around_40k,More_than_60k
1126,12.83,yes,Less_memory,High_resolution,Before_2015,928,Around_40k,More_than_60k
1127,12.7,yes,Less_memory,High_resolution,Before_2015,1057,More_than_50k,More_than_60k
1128,10.34,yes,Moderate_memory,Low_resolution,Before_2015,773,Around_40k,Around_50k
1129,12.7,yes,Moderate_memory,High_resolution,Before_2015,640,Around_40k,More_than_60k
1130,12.7,no,Moderate_memory,High_resolution,Before_2015,1028,More_than_50k,More_than_60k
1131,12.7,yes,Less_memory,High_resolution,Before_2015,754,Around_40k,Around_50k
1132,10.29,yes,Less_memory,High_resolution,Before_2015,697,Around_40k,Around_50k
1133,12.7,yes,Less_memory,High_resolution,Before_2015,1047,Around_40k,More_than_60k
1134,12.7,no,Less_memory,Low_resolution,Before_2015,977,Less_than_30k,Around_50k
1135,12.7,yes,Less_memory,High_resolution,Before_2015,1081,More_than_50k,More_than_60k
1136,10.29,yes,Less_memory,High_resolution,Before_2015,1090,Around_40k,Around_50k
1137,12.7,no,Less_memory,Low_resolution,Before_2015,1044,Less_than_30k,Around_50k
1138,10.16,no,Less_memory,Low_resolution,Before_2015,838,Less_than_30k,Less_than_40k
1139,12.7,yes,Moderate_memory,High_resolution,Before_2015,768,Around_40k,Around_50k
1140,12.7,yes,Less_memory,High_resolution,Before_2015,608,Around_40k,Around_50k
1141,10.29,no,Less_memory,Low_resolution,Before_2015,641,Less_than_30k,Around_50k
1142,10.29,no,Less_memory,Low_resolution,Before_2015,613,Less_than_30k,Around_50k
1143,12.83,no,Moderate_memory,High_resolution,Before_2015,620,Around_40k,Around_50k
1144,12.83,yes,Moderate_memory,High_resolution,Before_2015,575,Around_40k,Around_50k
1145,10.34,yes,Moderate_memory,Low_resolution,Before_2015,770,Around_40k,Around_50k
1147,12.7,no,Moderate_memory,Low_resolution,Before_2015,683,Around_40k,Around_50k
1165,16.43,yes,More_memory,High_resolution,After_2015,515,More_than_50k,More_than_60k
1166,15.27,yes,Moderate_memory,High_resolution,After_2015,359,More_than_50k,More_than_60k
1167,15.62,yes,More_memory,High_resolution,After_2015,473,More_than_50k,More_than_60k
1168,15.62,yes,More_memory,High_resolution,After_2015,210,More_than_50k,Around_50k
1169,15.47,yes,Moderate_memory,High_resolution,After_2015,476,Around_40k,Around_50k
1170,15.77,yes,Moderate_memory,High_resolution,After_2015,381,Around_40k,Around_50k
1171,18.08,yes,More_memory,High_resolution,After_2015,689,More_than_50k,More_than_60k
1172,20.32,yes,More_memory,High_resolution,After_2015,434,More_than_50k,More_than_60k
1173,20.32,yes,Moderate_memory,High_resolution,After_2015,516,More_than_50k,Around_50k
1174,15.47,yes,Moderate_memory,High_resolution,After_2015,499,Around_40k,Around_50k
1175,15.47,yes,Moderate_memory,High_resolution,After_2015,295,Around_40k,Around_50k
1176,15.9,yes,Moderate_memory,High_resolution,After_2015,399,Around_40k,Around_50k
1177,15.9,yes,Moderate_memory,High_resolution,After_2015,456,Around_40k,Around_50k
1178,15.9,yes,Moderate_memory,High_resolution,After_2015,442,Around_40k,Around_50k
1179,13.84,yes,Less_memory,High_resolution,After_2015,389,Less_than_30k,Less_than_40k
1180,15.34,yes,More_memory,High_resolution,After_2015,365,More_than_50k,More_than_60k
1181,15.77,yes,Moderate_memory,High_resolution,After_2015,541,More_than_50k,Around_50k
1182,16.23,yes,More_memory,High_resolution,After_2015,365,More_than_50k,More_than_60k
1183,17.83,yes,More_memory,High_resolution,After_2015,441,More_than_50k,More_than_60k
1184,16.23,yes,More_memory,High_resolution,After_2015,702,More_than_50k,More_than_60k
1185,16.59,yes,More_memory,High_resolution,After_2015,448,More_than_50k,More_than_60k
1186,25.43,yes,Moderate_memory,Low_resolution,After_2015,651,Around_40k,Around_50k
1187,25.43,yes,Moderate_memory,High_resolution,After_2015,708,More_than_50k,More_than_60k
1188,15.37,yes,More_memory,High_resolution,After_2015,654,Around_40k,Around_50k
