screen_size,battery,weight,normalized_used_price
15.29,3300.0,165.0,4.727299319
15.29,3300.0,165.0,5.152597712
15.29,3300.0,165.0,5.152597712
15.29,3000.0,170.0,5.042650624
15.29,3000.0,170.0,5.042650624
15.24,3300.0,168.0,4.548599834
12.83,4000.0,150.0,4.573576314
12.88,4130.0,160.0,4.465103197
12.83,3600.0,175.0,4.935049307
12.83,3600.0,175.0,4.935049307
12.83,3100.0,150.0,4.207226719
12.83,3100.0,150.0,4.207226719
12.83,3300.0,165.0,4.993828176
12.83,3000.0,144.0,4.57460788
12.83,3000.0,144.0,4.57460788
12.83,3000.0,144.0,4.57460788
12.83,2730.0,137.0,4.065945088
12.83,2730.0,137.0,4.065945088
12.83,2730.0,137.0,4.065945088
12.83,3000.0,142.0,4.538602942
12.83,3000.0,142.0,4.538602942
12.83,3000.0,142.0,4.538602942
12.83,3000.0,144.0,4.507336826
12.83,3000.0,147.0,4.608464753
12.83,3000.0,144.0,4.600559573
12.83,3000.0,144.0,4.600559573
12.83,3000.0,172.9,4.284275979
12.83,3000.0,172.9,4.284275979
12.75,4100.0,156.0,4.677490848
12.83,5000.0,181.0,4.739089004
12.83,5000.0,181.0,4.999911331
12.83,5000.0,181.0,4.999911331
12.83,3000.0,154.0,4.656528478
12.83,3000.0,154.0,4.656528478
12.83,5000.0,181.0,4.342895917
12.83,5000.0,181.0,4.342895917
12.83,3000.0,166.0,4.616209033
12.83,3000.0,166.0,4.616209033
18.01,4680.0,168.0,4.841901011
12.83,3000.0,168.0,4.456902169
12.75,5000.0,175.0,4.258587006
23.04,7800.0,490.0,5.172584061
12.88,3300.0,170.0,5.034807446
12.83,5000.0,170.0,4.967379785
12.83,5000.0,170.0,4.967379785
12.83,3320.0,154.0,4.679256729
12.83,3320.0,154.0,4.679256729
15.47,3480.0,270.0,4.082103276
18.01,4680.0,320.0,4.837709459
12.7,2600.0,150.0,4.137882864
12.83,4100.0,175.0,4.392348184
12.83,4100.0,175.0,4.392348184
12.83,3000.0,170.1,4.421367533
12.83,3000.0,170.1,4.421367533
12.83,3000.0,151.0,4.462453884
12.83,3000.0,151.0,4.462453884
12.83,4000.0,158.0,4.821651594
12.83,4000.0,158.0,4.821651594
23.04,7800.0,490.0,5.092522454
23.04,5900.0,430.0,5.008900457
12.75,4130.0,148.0,4.487062098
12.83,3000.0,150.0,4.333755086
12.83,3000.0,150.0,4.333755086
12.83,3000.0,175.0,4.39432569
12.83,3000.0,175.0,4.39432569
12.75,2600.0,144.0,4.911477723
12.75,4100.0,158.4,4.388257184
15.44,4600.0,233.0,5.054141682
12.88,3000.0,170.0,4.749443675
12.83,3000.0,155.0,4.670021158
12.83,3000.0,155.0,4.670021158
12.83,3300.0,158.0,4.509649984
12.83,3300.0,158.0,4.509649984
12.83,5000.0,202.0,4.446760449
12.83,5000.0,202.0,4.446760449
12.83,2600.0,155.0,4.239166147
12.83,2600.0,155.0,4.239166147
10.29,2070.0,135.0,3.87036733
10.29,2070.0,125.0,3.822973189
12.83,3010.0,160.0,4.210645018
12.7,2500.0,153.0,3.985273467
10.29,1600.0,133.5,3.822973189
12.7,2070.0,140.0,3.994708372
12.7,2070.0,140.0,3.994708372
12.7,2000.0,155.0,4.235265253
12.7,2000.0,155.0,4.235265253
12.83,3000.0,185.0,4.787658396
25.43,4890.0,510.0,4.783483721
12.7,2070.0,135.0,3.8019849
12.7,1800.0,104.5,3.583796678
12.83,5000.0,202.0,4.658521361
12.83,3000.0,170.0,4.799502655
15.24,3000.0,190.0,4.457018145
15.24,3000.0,190.0,4.309590341
12.83,3000.0,170.0,4.657762636
12.83,3000.0,170.0,4.657762636
12.83,3300.0,167.0,4.573266637
12.83,3300.0,167.0,4.573266637
17.78,3500.0,272.0,4.565389316
12.7,2500.0,155.1,4.193435465
12.7,2500.0,155.1,4.193435465
12.7,3000.0,163.0,4.539350845
12.7,3000.0,163.0,4.539350845
12.83,3030.0,156.0,4.337421451
12.83,3030.0,156.0,4.337421451
12.83,3030.0,156.0,4.337421451
12.83,2500.0,143.0,4.207226719
12.83,2500.0,143.0,4.207226719
12.83,2500.0,143.0,4.207226719
12.83,2500.0,155.0,4.345232974
12.83,2500.0,155.0,4.345232974
12.83,2500.0,155.0,4.345232974
20.32,4000.0,350.0,4.529476342
17.78,3450.0,265.0,4.135166557
12.83,3000.0,170.0,4.831986983
12.83,3000.0,170.0,4.831986983
12.83,3000.0,170.0,4.831986983
12.83,2200.0,156.0,4.580057485
12.83,2200.0,156.0,4.580057485
12.83,2200.0,156.0,4.580057485
12.83,3000.0,169.0,4.389622711
12.83,3000.0,169.0,4.389622711
12.83,3000.0,169.0,4.389622711
12.7,2500.0,155.0,3.777119243
12.7,2600.0,147.0,4.642754946
12.83,3000.0,170.0,4.547223226
12.83,3000.0,170.0,4.547223226
12.83,3400.0,170.0,4.433194921
12.83,3400.0,170.0,4.433194921
12.83,3000.0,170.0,4.75272775
12.83,3000.0,170.0,4.75272775
12.83,3000.0,170.0,4.75272775
12.83,3300.0,153.0,4.179145164
12.83,3300.0,153.0,4.179145164
12.83,3300.0,153.0,4.179145164
12.83,2390.0,169.0,4.517540436
12.83,2390.0,169.0,4.517540436
12.83,2390.0,169.0,4.517540436
17.78,3950.0,299.0,4.703928958
10.29,2100.0,150.0,3.678829118
10.29,2100.0,150.0,3.678829118
10.29,1800.0,88.2,3.89324785
10.29,1800.0,88.2,3.89324785
17.78,3950.0,280.0,4.518195172
12.83,3000.0,185.0,4.271932712
12.83,3000.0,185.0,4.271932712
12.83,4100.0,165.0,4.348211286
12.83,4100.0,165.0,4.348211286
12.7,2500.0,140.0,4.17699924
12.7,2500.0,140.0,4.17699924
12.7,2000.0,138.9,4.256605125
12.7,2000.0,138.9,4.256605125
12.7,2500.0,160.0,3.523119986
25.43,5000.0,525.0,4.727387819
10.29,2060.0,148.8,4.219654753
17.78,3950.0,279.0,4.191773708
17.78,3950.0,269.0,4.226249633
12.7,2110.0,145.0,4.397653891
12.7,2110.0,145.0,4.397653891
12.7,2400.0,130.0,4.080752609
12.7,2400.0,130.0,4.080752609
10.29,1750.0,134.0,3.976123931
20.32,4000.0,299.0,4.597541159
20.32,4000.0,320.0,4.494015137
17.78,3950.0,295.0,4.357990057
20.32,2865.0,328.0,4.374624305
20.32,2865.0,328.0,4.374624305
20.32,6400.0,419.0,4.482324356
20.32,6400.0,419.0,4.482324356
17.78,2865.0,299.0,4.151197374
17.78,2865.0,299.0,4.252202647
25.43,6600.0,595.0,5.262690189
25.43,5000.0,550.0,4.811126886
17.78,3910.0,290.0,4.073971772
12.7,2300.0,150.0,4.474377896
12.7,2300.0,150.0,4.474377896
12.7,2300.0,150.0,4.474377896
12.7,2600.0,145.0,4.808682295
12.7,2600.0,145.0,4.808682295
12.7,2600.0,145.0,4.808682295
12.7,3120.0,130.0,4.610555658
12.7,3120.0,130.0,4.610555658
12.7,3120.0,130.0,4.610555658
12.7,2300.0,150.0,4.700207601
12.7,2300.0,150.0,4.700207601
12.7,2900.0,133.0,4.377265318
12.7,2900.0,133.0,4.377265318
12.7,2400.0,145.0,4.242620879
10.34,1820.0,126.0,5.494952658
15.24,3230.0,196.0,4.419924358
15.24,3300.0,196.0,4.567468319
12.7,2110.0,145.0,3.75630443
12.7,2110.0,145.0,4.253482784
10.16,2865.0,115.0,4.012411179
10.29,2060.0,150.0,4.365388994
10.16,1170.0,116.0,4.284551613
12.75,5000.0,168.0,4.961094849
12.75,5000.0,168.0,4.961094849
12.75,4000.0,147.0,4.179604406
12.75,4000.0,147.0,4.179604406
10.29,1840.0,128.0,3.925136645
12.7,2520.0,135.0,4.12341781
12.83,4000.0,167.0,4.578518155
12.83,4000.0,167.0,4.578518155
12.83,3000.0,152.0,4.556714966
12.83,3000.0,152.0,4.556714966
12.83,3000.0,178.0,4.475175389
12.83,3000.0,178.0,4.475175389
12.83,3000.0,178.0,4.475175389
12.83,3000.0,178.0,4.475175389
12.83,4000.0,162.0,4.427716761
12.83,4000.0,162.0,4.427716761
12.83,4000.0,162.0,4.427716761
12.83,4000.0,162.0,4.427716761
12.83,3000.0,171.0,4.905200702
12.83,3000.0,171.0,4.905200702
12.83,3000.0,171.0,4.905200702
12.83,3000.0,171.0,4.905200702
12.83,3000.0,172.0,4.29701326
12.83,3000.0,172.0,4.29701326
12.83,3000.0,172.0,4.29701326
12.83,3000.0,172.0,4.29701326
10.29,3500.0,180.0,4.682131227
12.83,3000.0,165.0,5.008098746
12.75,2610.0,135.0,4.346269915
12.8,3410.0,192.0,4.513054897
12.7,2800.0,170.0,4.085471984
7.75,2500.0,178.0,4.250350663
7.65,2100.0,140.0,4.214495163
10.29,3450.0,196.0,4.335982696
7.75,2515.0,177.0,3.798406279
12.7,2500.0,164.0,3.739572568
12.88,4180.0,165.0,4.042700329
12.88,3180.0,167.5,4.55008022
12.83,6180.0,167.5,4.422208424
12.83,6180.0,167.5,4.422208424
12.83,3000.0,153.0,4.52113619
12.83,3000.0,153.0,4.52113619
12.7,2800.0,169.0,3.196221134
12.7,2800.0,176.0,4.132282402
12.7,2800.0,176.0,3.04594999
12.88,3000.0,174.0,4.099497927
12.7,3000.0,152.0,4.715995741
12.7,2000.0,150.0,3.917010547
12.83,3150.0,142.6,4.541591204
12.83,3150.0,142.6,4.541591204
12.83,2600.0,141.0,4.148832748
12.83,2600.0,141.0,4.148832748
15.24,3500.0,207.0,4.646695933
15.24,3000.0,177.0,4.243339115
12.7,5000.0,180.0,3.995260604
12.7,2000.0,156.0,3.916015027
10.36,2100.0,97.0,3.827771453
15.24,3200.0,177.0,4.159195535
12.7,2200.0,164.0,4.356452384
12.7,2200.0,164.0,4.356452384
12.7,2200.0,164.0,4.356452384
12.7,2600.0,160.0,4.572956864
12.7,2600.0,160.0,4.572956864
12.7,2600.0,160.0,4.572956864
12.7,2470.0,155.0,4.362588941
12.7,2470.0,155.0,4.362588941
12.7,2470.0,155.0,4.362588941
17.78,3000.0,299.0,4.373112017
10.16,1400.0,106.0,3.064325065
12.7,2200.0,139.0,4.260000234
12.7,2000.0,166.0,4.001315113
12.7,1800.0,170.0,3.798630318
12.7,1800.0,170.0,3.798630318
12.7,2000.0,138.0,4.048649603
12.7,2000.0,138.0,4.048649603
12.7,2300.0,129.0,4.394819456
12.7,2300.0,129.0,4.394819456
12.7,2460.0,140.45,3.749268754
12.7,2460.0,140.45,3.749268754
12.7,2000.0,136.0,4.027670429
12.83,2500.0,152.0,4.694919478
15.24,3000.0,206.0,4.038831852
10.29,1800.0,135.0,3.301008654
7.75,1300.0,101.0,3.268808194
12.7,2100.0,174.0,3.713572067
12.83,2350.0,166.0,3.936130081
10.29,3000.0,149.0,4.224202549
10.36,2000.0,135.0,4.057507672
20.32,4500.0,404.0,4.431649785
10.34,1800.0,109.0,3.768614422
12.7,2000.0,133.0,4.504244267
12.7,2000.0,144.0,4.24506078
10.16,1600.0,124.0,3.670460869
10.16,2500.0,128.0,3.903385812
10.16,1600.0,140.0,3.745023465
12.7,2000.0,128.0,3.555348061
12.7,2500.0,180.0,4.097672352
12.7,2000.0,170.0,4.016563185
12.7,2100.0,167.0,4.044103346
5.08,620.0,69.0,2.23644529
5.08,800.0,75.0,2.05284086
14.35,3100.0,168.0,5.086608193
14.35,3100.0,163.0,4.579339426
12.83,3400.0,183.0,4.464067345
12.75,3100.0,165.0,4.472552661
12.75,3100.0,155.0,4.286753954
12.75,3100.0,155.0,4.279024447
12.83,3400.0,183.0,4.722508678
12.75,3100.0,165.0,4.511189123
12.75,3100.0,158.0,4.784821514
12.75,3100.0,158.0,4.784821514
12.75,3100.0,158.0,4.784821514
12.75,3000.0,163.0,4.849527134
12.75,3000.0,163.0,4.849527134
12.75,3000.0,163.0,4.849527134
12.75,3900.0,169.0,4.911624944
12.75,3900.0,169.0,4.911624944
12.75,3900.0,169.0,4.911624944
12.75,3100.0,153.0,4.623501143
12.7,3080.0,140.0,4.054563692
12.7,3080.0,140.0,4.054563692
12.7,3060.0,138.0,4.151512235
12.7,3060.0,138.0,4.151512235
12.7,3080.0,140.0,4.606369467
12.7,3080.0,140.0,4.606369467
12.7,2100.0,128.0,4.11887456
12.7,2100.0,128.0,4.11887456
12.7,3050.0,139.0,4.653579325
12.7,3200.0,145.0,4.3447141
12.7,2850.0,139.0,4.604670061
12.7,2900.0,148.0,4.432719749
12.7,2900.0,148.0,4.432719749
12.7,2390.0,155.0,4.253767036
12.7,2390.0,155.0,4.253767036
12.7,3120.0,144.0,4.733827218
12.83,3620.0,162.0,4.765331338
10.29,2470.0,115.0,4.127295662
25.43,7280.0,470.0,4.484018984
5.18,2300.0,130.0,3.853121898
12.7,5000.0,218.0,4.969743853
12.7,5000.0,218.0,4.969743853
12.7,2630.0,140.0,4.371597439
12.7,2630.0,140.0,4.371597439
10.34,4000.0,200.0,4.202301704
12.75,4500.0,250.0,4.777020443
10.34,3800.0,153.0,5.260511652
10.29,3000.0,181.0,4.81818259
10.34,3000.0,185.0,4.618875833
5.08,1000.0,101.0,3.151453149
10.34,2630.0,185.0,4.306898912
10.34,2630.0,185.0,4.306898912
10.34,2500.0,154.0,4.017103482
10.34,2500.0,154.0,4.017103482
10.16,1400.0,122.0,3.662792119
10.16,1400.0,122.0,3.493776563
10.16,1400.0,122.0,3.654288009
10.16,1400.0,122.0,3.654288009
10.16,1400.0,120.0,3.521052343
10.16,1400.0,120.0,3.521052343
12.7,1400.0,149.0,4.085640122
12.7,1400.0,149.0,4.085640122
12.7,2500.0,154.0,4.013134507
12.7,2500.0,154.0,4.013134507
12.7,1400.0,147.0,3.950281718
10.16,1400.0,115.3,3.028683374
10.29,2000.0,130.0,3.537184091
7.75,1400.0,102.0,2.68988623
10.29,1400.0,78.2,3.693120448
12.7,1400.0,140.0,3.758172281
12.7,2250.0,120.0,3.927108643
12.83,3200.0,152.0,4.564348191
12.7,2500.0,148.0,4.132121927
12.83,4060.0,167.0,4.443004135
12.7,2500.0,148.0,4.527532916
12.7,2500.0,148.0,4.527532916
12.7,2300.0,137.4,4.543294782
12.7,2300.0,137.4,4.543294782
12.83,4070.0,168.0,4.53464042
12.83,3050.0,170.0,4.231784971
12.83,4010.0,173.4,4.55039716
12.83,4010.0,173.4,4.55039716
12.83,4010.0,173.4,4.55039716
12.83,2800.0,133.0,4.515136063
12.83,2800.0,133.0,4.515136063
12.83,2800.0,133.0,4.515136063
12.83,3050.0,154.0,5.166898028
12.83,3050.0,154.0,5.166898028
12.83,3050.0,154.0,5.166898028
12.83,2500.0,143.0,4.201553369
12.83,2500.0,163.0,4.146146061
12.83,3000.0,168.0,4.107096246
12.83,2800.0,170.0,4.91125685
12.83,2800.0,170.0,4.91125685
12.83,2800.0,170.0,4.91125685
12.83,2700.0,155.0,4.493456196
12.83,2700.0,155.0,4.493456196
12.83,2700.0,155.0,4.493456196
12.83,3000.0,192.0,4.877408617
12.83,3000.0,192.0,4.877408617
12.83,3000.0,192.0,4.877408617
12.7,2000.0,125.0,4.046553898
10.34,1800.0,120.0,4.274858931
12.7,2500.0,142.0,4.204095426
12.7,2500.0,142.0,4.204095426
12.7,2500.0,142.0,4.204095426
12.7,2500.0,142.0,4.204095426
12.7,4000.0,183.0,4.507667605
12.7,4000.0,183.0,4.507667605
12.7,4000.0,183.0,4.507667605
12.7,4000.0,183.0,4.507667605
12.7,2620.0,148.0,4.307303088
12.7,2620.0,148.0,4.307303088
12.7,2620.0,148.0,4.307303088
12.7,2620.0,148.0,4.307303088
12.7,2200.0,153.0,4.620058798
12.7,2200.0,153.0,4.620058798
12.7,2200.0,153.0,4.620058798
12.7,2200.0,153.0,4.620058798
12.83,3000.0,138.5,4.131158535
12.83,2500.0,138.5,4.590259573
12.83,2500.0,158.0,4.349890765
12.83,2500.0,158.0,4.349890765
12.83,3095.0,149.0,4.568609931
12.83,3095.0,149.0,4.568609931
10.34,1800.0,119.0,4.243339115
25.53,7000.0,597.0,4.964730962
20.42,5900.0,305.0,4.658047226
20.35,3400.0,171.0,5.820705882
12.57,4000.0,139.0,4.14472077
12.57,4000.0,139.0,4.403910428
12.7,3000.0,142.5,4.395066248
5.28,3100.0,130.0,3.277144733
5.18,2000.0,256.0,4.263524591
12.83,4000.0,203.0,5.163470824
12.93,4500.0,190.0,4.933538244
12.83,5000.0,203.0,4.619368905
12.83,5000.0,203.0,4.619368905
12.83,5000.0,203.0,4.619368905
12.83,2800.0,170.0,4.704472387
12.83,2800.0,170.0,4.704472387
12.83,2800.0,170.0,4.704472387
12.83,3000.0,168.0,4.893726876
12.83,3000.0,168.0,4.893726876
12.83,3000.0,168.0,4.893726876
12.83,3000.0,180.0,4.410006521
12.83,3000.0,180.0,4.410006521
12.83,3000.0,180.0,4.410006521
12.83,3000.0,153.0,4.742232836
12.83,3000.0,153.0,4.742232836
12.83,3000.0,153.0,4.742232836
12.83,3200.0,173.0,4.768223972
12.83,3200.0,173.0,4.768223972
12.83,3200.0,173.0,4.768223972
12.7,2000.0,167.0,3.97724879
12.75,4000.0,206.0,4.892902257
5.18,1500.0,112.0,3.24376354
5.18,1000.0,92.0,3.259249719
10.16,1300.0,105.0,3.055886196
12.7,2100.0,145.0,4.037068494
12.7,2000.0,200.0,4.443944537
10.29,1600.0,125.0,3.88567903
12.7,2000.0,150.0,3.897924081
12.7,2000.0,175.0,3.922369297
12.7,2000.0,150.0,4.512616204
10.16,1400.0,121.0,3.985830933
13.84,2670.0,135.6,4.351567427
15.27,3600.0,177.0,4.902975842
15.21,3410.0,165.0,4.961655112
12.88,3030.0,141.0,4.789073824
16.33,5000.0,241.0,4.999506936
15.24,5000.0,199.0,4.881513214
15.27,4000.0,180.0,4.372481222
15.24,6020.0,215.0,4.991656327
15.24,4550.0,226.0,4.825670246
12.83,4010.0,182.0,4.571303116
12.83,4010.0,182.0,4.571303116
12.83,3400.0,162.0,4.285102653
12.83,3400.0,162.0,4.285102653
12.78,4000.0,162.0,4.260141447
12.88,7000.0,238.0,5.674628257
12.7,4000.0,160.0,4.195395806
12.7,4000.0,160.0,4.195395806
12.7,2000.0,155.0,3.965374181
12.7,2000.0,155.0,3.965374181
12.7,2300.0,126.0,4.169297415
12.7,2300.0,126.0,4.169297415
12.7,2300.0,167.0,4.310262068
12.83,3000.0,168.2,4.465563232
12.83,3065.0,183.0,4.356452384
12.83,3065.0,183.0,4.356452384
12.83,3065.0,183.0,4.356452384
12.83,3000.0,164.0,4.603969465
12.83,3000.0,164.0,4.603969465
12.83,3000.0,164.0,4.603969465
12.83,3000.0,171.0,4.396792087
12.83,3000.0,171.0,4.396792087
12.83,3000.0,171.0,4.396792087
12.83,3150.0,166.0,4.645640119
12.83,3130.0,170.0,5.007497042
10.29,1800.0,153.0,3.745968421
10.21,2530.0,207.7,5.073359671
12.83,3000.0,147.2,5.161695489
12.83,3000.0,147.2,5.161695489
12.83,3000.0,147.2,5.161695489
12.83,3000.0,147.2,5.161695489
12.83,2600.0,136.0,4.592186258
12.83,2600.0,136.0,4.592186258
12.83,2600.0,136.0,4.592186258
12.83,2600.0,136.0,4.592186258
12.83,2390.0,169.0,4.485034385
12.83,2390.0,169.0,4.485034385
12.83,2390.0,169.0,4.485034385
12.83,2390.0,169.0,4.485034385
12.83,3300.0,178.0,4.678327707
12.83,3300.0,178.0,4.678327707
12.83,3300.0,178.0,4.678327707
12.83,3300.0,178.0,4.678327707
12.7,4000.0,167.6,4.199905058
12.83,5000.0,200.0,4.295106163
12.83,5000.0,200.0,4.295106163
12.83,4000.0,193.0,4.500476115
12.83,4000.0,193.0,4.500476115
15.24,5020.0,208.0,4.336898507
12.7,2000.0,153.0,3.573468603
12.83,3150.0,147.0,4.803036954
12.7,2400.0,136.6,4.138520925
15.24,3500.0,210.0,5.3574821
12.7,5000.0,176.0,4.548494009
12.83,6020.0,211.0,5.004885462
10.29,1800.0,176.0,3.883829271
12.75,2700.0,125.3,4.904904339
12.7,5000.0,180.3,4.160912273
10.36,2050.0,97.7,4.185555442
12.7,1950.0,150.0,4.033709524
12.7,2300.0,133.0,4.783232686
12.83,2500.0,150.0,4.632104187
12.83,2500.0,150.0,4.632104187
12.83,3100.0,160.0,5.023748933
12.83,3100.0,160.0,5.023748933
12.83,3070.0,155.0,4.456206033
12.83,3070.0,155.0,4.456206033
12.88,3200.0,115.35,4.256179925
12.7,2700.0,143.0,4.825028346
15.24,3520.0,175.0,5.247760643
12.83,3450.0,168.0,5.042586055
12.83,3450.0,168.0,5.042586055
12.83,3060.0,160.0,4.571199666
12.83,3060.0,160.0,4.571199666
12.7,2770.0,143.0,4.565077092
25.45,9240.0,517.0,5.032201072
12.83,3000.0,160.0,4.177306083
15.77,3400.0,164.0,5.303105883
15.77,3400.0,164.0,5.303105883
15.77,3400.0,175.0,5.042004754
15.77,3400.0,175.0,5.042004754
15.77,3400.0,164.0,4.974178757
15.47,3020.0,150.0,4.782144136
20.32,5100.0,310.0,4.789822358
15.34,4000.0,180.0,5.414677168
16.23,3500.0,206.0,5.131081447
16.23,3500.0,206.0,4.896570338
16.23,3500.0,206.0,4.896570338
16.23,4000.0,191.0,4.946914217
16.23,4000.0,191.0,4.946914217
15.47,3020.0,150.0,4.270955399
15.77,3400.0,162.0,4.743278588
15.9,4000.0,167.0,4.353241283
15.37,3750.0,175.0,4.961234944
18.08,5000.0,210.0,4.64851699
17.65,5000.0,230.0,4.698296164
14.83,3000.0,152.0,4.938637914
15.32,3750.0,176.0,5.078667704
13.84,3020.0,142.0,4.406475315
14.83,3400.0,153.0,5.302857047
12.88,3000.0,150.0,4.243769809
15.21,3000.0,164.0,4.480400299
14.35,3000.0,149.0,4.671613143
15.06,3340.0,165.0,4.819555496
15.21,3750.0,172.0,4.687303016
12.75,3000.0,145.0,4.609759638
13.08,3200.0,155.0,4.477450444
12.88,4000.0,184.0,4.825670246
12.93,2900.0,145.0,4.839767887
12.88,3500.0,170.0,4.714114273
12.88,3500.0,170.0,4.714114273
12.88,3000.0,160.0,4.434856248
12.88,3000.0,160.0,4.434856248
20.32,4800.0,340.0,4.356324137
12.83,3300.0,162.0,4.703928958
12.83,3300.0,162.0,4.703928958
12.83,4070.0,175.0,4.896570338
12.83,4070.0,175.0,4.896570338
12.83,3100.0,168.0,4.29374172
15.39,4500.0,219.0,4.420405648
12.75,3000.0,153.0,4.790487252
12.7,2200.0,140.0,4.424607082
12.75,3300.0,156.0,4.596835549
12.7,4000.0,160.0,4.455393261
12.83,3000.0,158.0,4.46383701
12.75,3100.0,160.0,4.765416535
12.75,3100.0,157.0,4.405132623
10.29,1730.0,159.0,3.883006056
10.29,2150.0,145.0,3.708927149
12.7,2550.0,162.0,4.315352501
12.83,3600.0,165.0,4.321878462
12.83,3000.0,165.0,4.572337029
12.83,3000.0,165.0,4.572337029
12.83,3510.0,165.0,4.318687394
12.83,3510.0,165.0,4.318687394
12.7,2000.0,156.0,3.981362484
12.7,2000.0,160.0,3.855875845
12.7,2000.0,156.0,3.872658282
12.7,3100.0,130.0,4.640151155
12.7,3100.0,130.0,4.640151155
12.7,2600.0,156.0,4.327174383
12.7,2600.0,156.0,4.327174383
12.83,3000.0,162.0,4.142658423
15.14,4150.0,195.0,5.427853288
30.56,2500.0,850.0,5.239310186
25.43,8380.0,855.0,5.163585253
19.96,5900.0,350.0,4.849135453
15.24,3000.0,160.0,4.054216771
17.65,3000.0,305.0,4.494350351
17.78,2800.0,294.8,4.18235544
19.94,3800.0,313.0,4.297285406
17.78,5000.0,239.0,5.062088576
17.78,4100.0,325.0,4.613039144
15.24,3000.0,160.0,4.459450532
12.88,3075.0,150.0,4.757719584
15.24,3600.0,175.0,4.668426636
15.24,3500.0,188.0,5.414588148
15.24,2965.0,157.5,4.806640562
15.24,3930.0,185.0,5.087411133
15.24,3930.0,188.0,4.669364898
15.24,3930.0,188.0,4.669364898
15.24,3500.0,210.0,4.644102396
15.24,3500.0,210.0,4.644102396
12.75,2600.0,142.0,4.664570529
12.83,3000.0,169.0,5.099744469
12.88,3000.0,170.0,4.912140047
12.75,2500.0,145.0,4.789572909
12.83,3200.0,174.0,4.625364893
12.83,3200.0,174.0,4.625364893
12.83,3430.0,189.0,4.728183962
12.83,3430.0,189.0,4.728183962
12.7,2200.0,140.0,4.009875406
12.83,3000.0,165.0,4.718409582
12.83,3000.0,165.0,4.718409582
12.83,2900.0,140.0,4.166665224
12.83,2900.0,140.0,4.166665224
12.83,2700.0,155.0,4.505681287
12.7,2300.0,149.8,4.562053895
12.7,2300.0,149.8,4.562053895
12.7,2500.0,155.0,3.964425684
12.7,2500.0,155.0,3.964425684
12.7,2200.0,142.0,4.259435182
12.7,2840.0,158.0,4.553771623
12.83,2800.0,156.0,4.439351701
12.7,2840.0,158.0,4.566325402
12.7,2840.0,158.0,4.566325402
12.7,2200.0,149.5,4.131640347
12.7,2200.0,149.5,4.131640347
12.75,3000.0,161.0,4.175770928
12.75,3000.0,161.0,4.175770928
12.75,3000.0,150.0,4.844738116
12.75,3000.0,150.0,4.844738116
12.75,3000.0,161.0,4.746409298
12.7,2200.0,140.0,4.609560534
12.7,2200.0,140.0,4.100326634
12.7,2200.0,140.0,4.100326634
12.7,3020.0,145.0,4.41255584
12.7,3020.0,145.0,4.41255584
12.7,2000.0,140.1,3.852060664
12.7,2000.0,140.1,3.852060664
12.7,2410.0,140.0,4.630545492
12.7,2410.0,140.0,4.630545492
12.83,3000.0,170.0,4.880526609
12.83,3000.0,170.0,4.880526609
12.83,3000.0,149.7,4.533459338
12.83,3000.0,149.7,4.533459338
12.7,2840.0,158.0,4.131640347
12.83,2800.0,155.0,4.730745009
12.83,2800.0,153.0,4.587515251
12.83,2600.0,165.0,4.119524861
12.75,2700.0,161.0,4.703294584
12.7,2150.0,143.0,4.666359354
12.75,2840.0,168.0,4.404766122
10.34,2000.0,156.0,3.948354935
12.75,2840.0,155.0,4.812021741
12.83,2600.0,154.5,4.144879236
10.29,2000.0,146.0,4.227855121
12.75,2840.0,168.0,4.88741249
12.7,2840.0,160.0,4.92180408
12.83,2800.0,150.0,4.985454229
12.83,2800.0,147.0,4.167285187
12.7,2840.0,157.0,4.932889945
12.83,2600.0,155.0,4.16852396
12.7,2000.0,140.0,4.239454497
10.34,2000.0,154.0,4.101651137
12.83,2600.0,183.0,4.576153237
10.29,2100.0,145.0,3.803992261
12.7,2100.0,160.0,4.258445573
12.7,2100.0,160.0,4.258445573
12.7,2000.0,150.0,3.962906216
12.7,2000.0,150.0,3.962906216
12.7,2100.0,160.0,4.143928062
12.7,2100.0,160.0,4.143928062
12.7,2700.0,164.4,5.1075805
12.7,2700.0,164.4,5.1075805
20.55,6700.0,425.0,5.057773301
12.83,2600.0,158.0,4.457481913
12.7,2600.0,160.0,4.461761603
12.75,2400.0,154.0,4.462684538
10.34,2040.0,146.0,4.470037512
12.83,2600.0,155.0,4.674696249
12.83,2600.0,155.0,4.382901252
12.7,2600.0,164.0,4.766608532
10.34,2100.0,158.0,4.206333064
12.7,2600.0,160.0,4.166355098
12.7,2600.0,160.0,4.736461572
10.29,2100.0,137.0,4.407572542
12.7,2600.0,160.0,4.713755496
12.7,2600.0,160.0,4.713755496
12.7,2300.0,120.0,4.40903364
12.7,2300.0,120.0,4.40903364
12.7,1950.0,160.0,3.96726848
10.29,2110.0,137.0,4.340292766
10.16,1300.0,130.0,3.938664936
12.7,2600.0,160.0,4.237000863
10.29,2000.0,140.0,3.584351925
10.29,2000.0,140.0,3.58407434
12.83,2600.0,165.0,4.117409835
12.83,2600.0,165.0,4.618382517
12.83,2600.0,165.0,4.618382517
12.83,3080.0,153.0,4.689695141
12.83,3080.0,153.0,4.689695141
10.34,2040.0,143.5,4.061649179
12.7,2100.0,149.0,4.233526626
12.7,2100.0,149.0,4.233526626
